,PhraseID,Note,TimeStamp,PieceID
195,PHRASE000579,G4,21/05/23 12:13:22,PIECE00095
196,PHRASE000579,G#4,21/05/23 12:13:22,PIECE00095
197,PHRASE000579,B-4,21/05/23 12:13:22,PIECE00095
198,PHRASE000579,B-4,21/05/23 12:13:22,PIECE00095
199,PHRASE000579,G#4,21/05/23 12:13:22,PIECE00095
200,PHRASE000579,G4,21/05/23 12:13:22,PIECE00095
201,PHRASE000579,G4,21/05/23 12:13:32,PIECE00095
202,PHRASE000579,F4,21/05/23 12:13:32,PIECE00095
203,PHRASE000579,F4,21/05/23 12:13:42,PIECE00095
204,PHRASE000579,END,21/05/23 12:13:22,PIECE00095
205,PHRASE000580,F4,21/05/23 12:13:22,PIECE00095
206,PHRASE000580,E-4,21/05/23 12:13:22,PIECE00095
207,PHRASE000580,F4,21/05/23 12:13:22,PIECE00095
208,PHRASE000580,G4,21/05/23 12:13:22,PIECE00095
209,PHRASE000580,G4,21/05/23 12:13:22,PIECE00095
210,PHRASE000580,F4,21/05/23 12:13:22,PIECE00095
211,PHRASE000580,E-4,21/05/23 12:13:22,PIECE00095
212,PHRASE000580,E-4,21/05/23 12:13:32,PIECE00095
213,PHRASE000580,D4,21/05/23 12:13:32,PIECE00095
214,PHRASE000580,D4,21/05/23 12:13:42,PIECE00095
215,PHRASE000580,END,21/05/23 12:13:22,PIECE00095
216,PHRASE000581,G4,21/05/23 12:13:22,PIECE00095
217,PHRASE000581,G4,21/05/23 12:13:22,PIECE00095
218,PHRASE000581,F4,21/05/23 12:13:22,PIECE00095
219,PHRASE000581,E-4,21/05/23 12:13:22,PIECE00095
220,PHRASE000581,D4,21/05/23 12:13:22,PIECE00095
221,PHRASE000581,C4,21/05/23 12:13:22,PIECE00095
222,PHRASE000581,B3,21/05/23 12:13:22,PIECE00095
223,PHRASE000581,C4,21/05/23 12:13:42,PIECE00095
224,PHRASE000581,rest,21/05/23 12:13:42,PIECE00095
225,PHRASE000581,END,21/05/23 12:13:22,PIECE00095
226,PHRASE000582,G3,21/05/23 12:13:22,PIECE00096
227,PHRASE000582,A3,21/05/23 12:13:22,PIECE00096
228,PHRASE000582,G3,21/05/23 12:13:22,PIECE00096
229,PHRASE000582,C4,21/05/23 12:13:22,PIECE00096
230,PHRASE000582,C4,21/05/23 12:13:32,PIECE00096
